iter	Passed	Remaining
210	17314	105776
211	17379	105586
212	17459	105492
213	17480	105048
214	17550	104893
215	17614	104710
216	17683	104552
217	17755	104417
218	17828	104283
219	17903	104167
220	17976	104037
221	18043	103874
222	18111	103712
223	18181	103571
224	18246	103399
225	18315	103250
226	18381	103083
227	18472	103058
228	18538	102894
229	18607	102746
230	18673	102580
231	18739	102422
232	18808	102273
233	18872	102103
234	18939	101949
235	19008	101807
236	19073	101645
237	19144	101513
238	19212	101369
239	19278	101213
240	19349	101080
241	19417	100937
242	19494	100841
243	19562	100699
244	19629	100550
245	19694	100394
246	19760	100241
247	19830	100110
248	19894	99950
249	19961	99806
250	20030	99675
251	20096	99524
252	20166	99396
253	20236	99271
254	20303	99128
255	20371	98993
256	20440	98861
257	20509	98730
258	20575	98589
259	20652	98496
260	20719	98359
261	20784	98210
262	20852	98079
263	20918	97937
264	20989	97817
265	21058	97690
266	21122	97542
267	21189	97408
268	21258	97281
269	21319	97121
270	21384	96978
271	21451	96849
272	21519	96720
273	21580	96562
274	21646	96424
275	21711	96287
276	21775	96142
277	21843	96017
278	21910	95886
279	21976	95756
280	22045	95633
281	22110	95498
282	22180	95382
283	22254	95284
284	22320	95156
285	22440	95253
286	22527	95210
287	22609	95148
288	22684	95056
289	22763	94977
290	22852	94944
291	22928	94855
292	23022	94839
293	23086	94702
294	23157	94592
295	23230	94489
296	23311	94424
297	23389	94340
298	23465	94252
299	23537	94151
300	23612	94055
301	23682	93944
302	23742	93794
303	23814	93692
304	23887	93592
305	23925	93356
306	23961	93114
307	24013	92936
308	24053	92710
309	24091	92478
310	24124	92230
311	24167	92023
312	24212	91821
313	24268	91662
314	24303	91426
315	24337	91187
316	24370	90949
317	24401	90701
318	24435	90465
319	24469	90230
320	24505	90006
321	24534	89757
322	24570	89534
323	24608	89319
324	24662	89163
325	24696	88938
326	24726	88699
327	24754	88450
328	24788	88228
329	24820	87999
330	24853	87775
331	24887	87555
332	24922	87339
333	24957	87128
334	24999	86940
335	25047	86770
336	25070	86519
337	25110	86325
338	25164	86182
339	25214	86024
340	25273	85901
341	25309	85698
342	25353	85522
343	25386	85309
344	25431	85140
345	25472	84957
346	25508	84757
347	25551	84584
348	25595	84415
349	25634	84226
350	25677	84056
351	25719	83879
352	25762	83709
353	25798	83518
354	25849	83373
355	25920	83294
356	25983	83191
357	26014	82984
358	26065	82844
359	26120	82714
360	26156	82526
361	26206	82382
362	26250	82221
363	26291	82053
364	26349	81935
365	26398	81790
366	26428	81588
367	26468	81418
368	26508	81249
369	26547	81077
370	26589	80916
371	26620	80720
372	26660	80552
373	26698	80382
374	26731	80194
375	26763	80007
376	26805	79847
377	26845	79683
378	26882	79514
379	26921	79346
380	26959	79179
381	27004	79033
382	27034	78845
383	27064	78656
384	27103	78495
385	27143	78336
386	27176	78159
387	27221	78014
388	27251	77832
389	27292	77679
390	27323	77496
391	27358	77330
392	27396	77171
393	27432	77005
394	27469	76844
395	27506	76684
396	27537	76509
397	27567	76330
398	27598	76154
399	27628	75978
400	27658	75802
401	27698	75653
402	27727	75476
403	27763	75318
404	27804	75174
405	27843	75027
406	27874	74857
407	27911	74705
408	27949	74554
409	27992	74419
410	28037	74289
411	28079	74151
412	28120	74012
413	28151	73846
414	28181	73680
415	28218	73531
416	28247	73362
417	28294	73241
418	28339	73113
419	28380	72977
420	28418	72836
421	28458	72696
422	28499	72563
423	28538	72423
424	28571	72269
425	28603	72112
426	28634	71955
427	28670	71811
428	28711	71677
429	28743	71523
430	28778	71379
431	28805	71213
432	28841	71071
433	28871	70914
434	28900	70755
435	28927	70594
436	28955	70434
437	28995	70304
438	29030	70161
439	29068	70028
440	29103	69887
441	29134	69737
442	29170	69599
443	29199	69448
444	29235	69311
445	29276	69186
446	29314	69057
447	29343	68905
448	29383	68780
449	29413	68631
450	29443	68484
451	29482	68357
452	29521	68230
453	29560	68106
454	29590	67961
455	29620	67816
456	29652	67675
457	29687	67543
458	29715	67394
459	29744	67248
460	29775	67107
461	29804	66964
462	29840	66834
463	29876	66706
464	29907	66567
465	29943	66441
466	29973	66300
467	30003	66161
468	30034	66024
469	30065	65888
470	30112	65787
471	30147	65660
472	30178	65525
473	30208	65387
474	30238	65252
475	30270	65120
476	30306	64997
477	30343	64876
478	30375	64745
479	30414	64630
480	30444	64497
481	30483	64382
482	30515	64253
483	30555	64140
484	30584	64007
485	30613	63873
486	30649	63753
487	30681	63626
488	30711	63495
489	30743	63369
490	30774	63242
491	30804	63112
492	30839	62993
493	30871	62866
494	30901	62739
495	30938	62625
496	30967	62496
497	30997	62368
498	31031	62250
499	31060	62120
500	31089	61992
501	31126	61881
502	31160	61763
503	31199	61656
504	31241	61555
505	31271	61431
506	31307	61318
507	31342	61203
508	31378	61093
509	31413	60979
510	31456	60881
511	31486	60758
512	31523	60650
513	31554	60531
514	31583	60406
515	31620	60299
516	31660	60198
517	31694	60084
518	31725	59966
519	31763	59862
520	31790	59737
521	31829	59634
522	31869	59534
523	31910	59437
524	31950	59336
525	31985	59228
526	32014	59107
527	32042	58986
528	32073	58872
529	32102	58754
530	32134	58641
531	32168	58531
532	32198	58415
533	32229	58303
534	32261	58190
535	32296	58084
536	32332	57980
537	32386	57910
538	32423	57808
539	32464	57715
540	32492	57598
541	32522	57483
542	32550	57368
543	32582	57259
544	32616	57153
545	32654	57055
546	32681	56938
547	32714	56833
548	32743	56720
549	32780	56621
550	32813	56515
551	32842	56403
552	32870	56290
553	32902	56183
554	32933	56075
555	32972	55982
556	32999	55868
557	33030	55760
558	33057	55647
559	33087	55538
560	33116	55429
561	33147	55324
562	33185	55230
563	33216	55125
564	33249	55024
565	33282	54921
566	33314	54819
567	33370	54756
568	33423	54687
569	33461	54595
570	33493	54493
571	33522	54386
572	33558	54290
573	33597	54200
574	33635	54108
575	33665	54004
576	33693	53898
577	33731	53806
578	33769	53716
579	33808	53627
580	33847	53537
581	33876	53433
582	33909	53336
583	33946	53244
584	33974	53140
585	34018	53059
586	34057	52971
587	34093	52879
588	34123	52777
589	34158	52684
590	34186	52580
591	34221	52488
592	34251	52388
593	34283	52290
594	34316	52196
595	34352	52105
596	34391	52019
597	34434	51940
598	34476	51858
599	34507	51761
600	34540	51666
601	34571	51569
602	34598	51468
603	34630	51371
604	34661	51275
605	34692	51179
606	34737	51105
607	34770	51011
608	34799	50913
609	34828	50815
610	34859	50719
611	34888	50623
612	34919	50528
613	34948	50431
614	34983	50341
615	35013	50246
616	35040	50147
617	35069	50050
618	35101	49959
619	35129	49860
620	35157	49763
621	35188	49671
622	35223	49584
623	35250	49486
624	35278	49390
625	35307	49295
626	35338	49203
627	35373	49116
628	35405	49028
629	35439	48939
630	35468	48847
631	35497	48752
632	35525	48658
633	35553	48564
634	35586	48475
635	35615	48383
636	35644	48290
637	35673	48198
638	35704	48108
639	35746	48034
640	35781	47950
641	35814	47864
642	35849	47780
643	35885	47698
644	35932	47630
645	35965	47546
646	35999	47461
647	36032	47376
648	36067	47292
649	36100	47208
650	36129	47118
651	36157	47027
652	36185	46936
653	36217	46850
654	36249	46764
655	36279	46677
656	36309	46589
657	36339	46501
658	36368	46412
659	36398	46325
660	36433	46244
661	36461	46154
662	36493	46071
663	36528	45991
664	36553	45898
665	36581	45809
666	36611	45723
667	36647	45645
668	36676	45558
669	36705	45471
670	36736	45386
671	36762	45297
672	36788	45207
673	36816	45119
674	36843	45031
675	36873	44946
676	36903	44861
677	36932	44775
678	36961	44691
679	36990	44606
680	37024	44526
681	37054	44443
682	37084	44359
683	37112	44275
684	37141	44190
685	37168	44103
686	37196	44018
687	37231	43942
688	37261	43859
689	37291	43776
690	37322	43695
691	37351	43612
692	37378	43527
693	37405	43442
694	37440	43366
695	37478	43294
696	37510	43214
697	37538	43131
698	37565	43047
699	37592	42963
700	37619	42878
701	37646	42794
702	37673	42711
703	37700	42626
704	37728	42545
705	37757	42463
706	37782	42378
707	37811	42297
708	37840	42217
709	37869	42136
710	37899	42057
711	37934	41983
712	37968	41908
713	37995	41827
714	38026	41749
715	38055	41669
716	38082	41588
717	38110	41507
718	38141	41430
719	38175	41356
720	38208	41282
721	38238	41204
722	38267	41126
723	38298	41048
724	38326	40969
725	38356	40892
726	38387	40816
727	38423	40745
728	38454	40670
729	38485	40594
730	38513	40515
731	38540	40436
732	38567	40356
733	38593	40276
734	38621	40197
735	38647	40117
736	38675	40039
737	38704	39962
738	38732	39885
739	38762	39810
740	38792	39734
741	38820	39657
742	38852	39584
743	38885	39512
744	38918	39440
745	38951	39369
746	38981	39294
747	39012	39221
748	39041	39146
749	39069	39069
750	39097	38993
751	39125	38917
752	39151	38840
753	39179	38764
754	39209	38690
755	39239	38616
756	39267	38541
757	39297	38467
758	39328	38395
759	39357	38321
760	39383	38245
761	39411	38170
762	39439	38095
763	39470	38023
764	39499	37950
765	39529	37877
766	39557	37804
767	39586	37730
768	39617	37659
769	39646	37587
770	39675	37514
771	39708	37445
772	39736	37372
773	39764	37298
774	39792	37225
775	39821	37152
776	39849	37079
777	39880	37009
778	39907	36935
779	39934	36862
780	39962	36790
781	39989	36716
782	40020	36646
783	40051	36577
784	40080	36506
785	40110	36436
786	40141	36366
787	40168	36294
788	40198	36224
789	40226	36152
790	40254	36081
791	40280	36008
792	40310	35938
793	40338	35867
794	40367	35797
795	40396	35727
796	40425	35657
797	40453	35587
798	40483	35518
799	40512	35448
800	40540	35378
801	40568	35307
802	40595	35236
803	40622	35165
804	40648	35094
805	40676	35023
806	40706	34956
807	40734	34886
808	40759	34814
809	40788	34745
810	40815	34675
811	40842	34605
812	40868	34534
813	40896	34465
814	40923	34395
815	40948	34324
816	40975	34254
817	41003	34186
818	41030	34116
819	41058	34048
820	41090	33983
821	41120	33916
822	41150	33850
823	41180	33783
824	41215	33721
825	41252	33660
826	41287	33598
827	41325	33539
828	41353	33471
829	41384	33406
830	41413	33340
831	41443	33274
832	41473	33208
833	41503	33143
834	41533	33077
835	41564	33012
836	41596	32949
837	41627	32884
838	41657	32819
839	41686	32753
840	41718	32689
841	41745	32623
842	41779	32561
843	41807	32494
844	41837	32430
845	41867	32365
846	41899	32302
847	41928	32237
848	41958	32173
849	41988	32109
850	42019	32045
851	42049	31980
852	42079	31917
853	42108	31852
854	42138	31788
855	42169	31725
856	42198	31661
857	42226	31595
858	42254	31530
859	42283	31466
860	42313	31403
861	42340	31338
862	42372	31275
863	42404	31214
864	42436	31153
865	42469	31091
866	42505	31033
867	42535	30970
868	42564	30907
869	42591	30841
870	42618	30777
871	42644	30711
872	42672	30647
873	42702	30585
874	42732	30523
875	42762	30460
876	42792	30398
877	42818	30333
878	42846	30270
879	42875	30207
880	42903	30144
881	42934	30083
882	42964	30021
883	42995	29960
884	43026	29900
885	43055	29837
886	43085	29776
887	43111	29712
888	43138	29648
889	43167	29586
890	43194	29523
891	43222	29461
892	43250	29398
893	43280	29337
894	43309	29276
895	43336	29213
896	43366	29152
897	43394	29090
898	43424	29030
899	43458	28972
900	43497	28918
901	43543	28868
902	43577	28810
903	43605	28748
904	43632	28686
905	43658	28623
906	43683	28560
907	43711	28499
908	43737	28436
909	43768	28377
910	43798	28317
911	43829	28258
912	43859	28198
913	43889	28139
914	43916	28077
915	43943	28016
916	43974	27957
917	44002	27897
918	44028	27835
919	44056	27774
920	44084	27714
921	44113	27654
922	44140	27593
923	44167	27532
924	44192	27471
925	44221	27411
926	44249	27351
927	44278	27292
928	44309	27234
929	44337	27174
930	44368	27116
931	44398	27058
932	44431	27001
933	44465	26945
934	44496	26888
935	44531	26832
936	44563	26776
937	44591	26717
938	44620	26658
939	44649	26599
940	44679	26541
941	44708	26483
942	44736	26424
943	44764	26365
944	44792	26306
945	44819	26247
946	44847	26188
947	44873	26129
948	44899	26069
949	44925	26009
950	44952	25950
951	44979	25891
952	45005	25832
953	45030	25772
954	45058	25713
955	45087	25656
956	45116	25599
957	45146	25542
958	45177	25485
959	45207	25429
960	45235	25371
961	45265	25315
962	45294	25257
963	45326	25202
964	45357	25146
965	45385	25088
966	45414	25031
967	45444	24975
968	45474	24919
969	45503	24862
970	45533	24806
971	45566	24751
972	45594	24695
973	45625	24639
974	45656	24584
975	45685	24527
976	45716	24472
977	45750	24419
978	45782	24364
979	45813	24309
980	45844	24254
981	45875	24198
982	45905	24143
983	45934	24087
984	45970	24035
985	46004	23982
986	46050	23935
987	46102	23891
988	46134	23836
989	46174	23787
990	46220	23739
991	46260	23689
992	46303	23641
993	46349	23594
994	46397	23548
995	46442	23500
996	46486	23453
997	46533	23406
998	46584	23362
999	46629	23314
1000	46674	23267
1001	46717	23218
1002	46765	23173
1003	46809	23125
1004	46855	23078
1005	46895	23028
1006	46935	22978
1007	46977	22929
1008	47020	22881
1009	47059	22830
1010	47104	22783
1011	47146	22734
1012	47183	22683
1013	47223	22633
1014	47263	22583
1015	47299	22532
1016	47338	22482
1017	47376	22431
1018	47414	22381
1019	47451	22330
1020	47488	22279
1021	47528	22229
1022	47566	22179
1023	47605	22129
1024	47645	22079
1025	47682	22028
1026	47720	21978
1027	47759	21928
1028	47800	21879
1029	47840	21830
1030	47882	21781
1031	47922	21732
1032	47961	21682
1033	48002	21633
1034	48043	21584
1035	48081	21534
1036	48124	21486
1037	48166	21438
1038	48208	21389
1039	48251	21342
1040	48289	21291
1041	48330	21242
1042	48368	21192
1043	48404	21142
1044	48441	21091
1045	48479	21041
1046	48543	21003
1047	48597	20959
1048	48639	20911
1049	48676	20861
1050	48716	20812
1051	48755	20762
1052	48794	20713
1053	48830	20662
1054	48868	20612
1055	48905	20562
1056	48945	20513
1057	48984	20464
1058	49025	20415
1059	49064	20366
1060	49099	20315
1061	49140	20267
1062	49175	20216
1063	49213	20166
1064	49253	20117
1065	49292	20068
1066	49336	20021
1067	49374	19971
1068	49417	19923
1069	49455	19874
1070	49496	19826
1071	49537	19778
1072	49581	19730
1073	49624	19683
1074	49671	19637
1075	49713	19589
1076	49752	19540
1077	49793	19492
1078	49833	19443
1079	49872	19395
1080	49912	19346
1081	49953	19297
1082	49992	19249
1083	50033	19201
1084	50076	19153
1085	50117	19105
1086	50157	19057
1087	50198	19009
1088	50244	18962
1089	50284	18914
1090	50327	18867
1091	50363	18817
1092	50402	18768
1093	50439	18718
1094	50476	18669
1095	50517	18621
1096	50556	18572
1097	50600	18525
1098	50644	18478
1099	50683	18430
1100	50726	18382
1101	50768	18335
1102	50806	18286
1103	50846	18238
1104	50883	18188
1105	50921	18140
1106	50959	18091
1107	50996	18041
1108	51036	17994
1109	51075	17945
1110	51114	17896
1111	51154	17848
1112	51192	17800
1113	51233	17752
1114	51272	17704
1115	51314	17656
1116	51351	17607
1117	51393	17560
1118	51454	17519
1119	51514	17478
1120	51558	17431
1121	51612	17388
1122	51673	17347
1123	51712	17298
1124	51750	17250
1125	51795	17203
1126	51838	17156
1127	51877	17108
1128	51922	17062
1129	51963	17014
1130	52001	16965
1131	52042	16918
1132	52082	16870
1133	52125	16823
1134	52164	16775
1135	52200	16726
1136	52241	16678
1137	52276	16629
1138	52317	16581
1139	52357	16533
1140	52395	16485
1141	52437	16438
1142	52475	16389
1143	52516	16342
1144	52565	16297
1145	52604	16249
1146	52642	16201
1147	52687	16155
1148	52721	16105
1149	52756	16056
1150	52801	16010
1151	52855	15966
1152	52904	15921
1153	52954	15877
1154	53007	15833
1155	53061	15790
1156	53105	15743
1157	53140	15694
1158	53177	15645
1159	53211	15596
1160	53246	15547
1161	53281	15498
1162	53320	15450
1163	53358	15402
1164	53410	15358
1165	53458	15313
1166	53503	15267
1167	53544	15219
1168	53579	15170
1169	53613	15121
1170	53648	15072
1171	53690	15025
1172	53730	14978
1173	53770	14931
1174	53805	14882
1175	53841	14833
1176	53881	14786
1177	53919	14738
1178	53960	14691
1179	54000	14644
1180	54037	14596
1181	54076	14548
1182	54114	14500
1183	54154	14453
1184	54194	14406
1185	54239	14360
1186	54278	14312
1187	54316	14265
1188	54352	14216
1189	54416	14175
1190	54463	14130
1191	54501	14082
1192	54536	14034
1193	54567	13984
1194	54609	13938
1195	54656	13892
1196	54708	13848
1197	54752	13802
1198	54789	13754
1199	54827	13706
1200	54866	13659
1201	54905	13612
1202	54940	13563
1203	54976	13515
1204	55008	13466
1205	55047	13419
1206	55081	13371
1207	55118	13323
1208	55155	13275
1209	55189	13227
1210	55227	13179
1211	55277	13135
1212	55329	13091
1213	55364	13042
1214	55396	12994
1215	55434	12946
1216	55469	12898
1217	55506	12851
1218	55543	12803
1219	55578	12755
1220	55612	12707
1221	55650	12660
1222	55686	12612
1223	55724	12565
1224	55763	12518
1225	55801	12471
1226	55844	12425
1227	55882	12377
1228	55915	12329
1229	55950	12281
1230	55995	12236
1231	56037	12189
1232	56070	12141
1233	56104	12093
1234	56136	12045
1235	56168	11997
1236	56202	11949
1237	56240	11902
1238	56278	11855
1239	56310	11806
1240	56341	11758
1241	56376	11711
1242	56408	11662
1243	56442	11615
1244	56477	11567
1245	56511	11519
1246	56546	11472
1247	56578	11424
1248	56613	11377
1249	56645	11329
1250	56678	11281
1251	56711	11233
1252	56749	11186
1253	56786	11140
1254	56817	11091
1255	56849	11043
1256	56883	10996
1257	56917	10949
1258	56952	10901
1259	56983	10853
1260	57015	10806
1261	57047	10758
1262	57081	10711
1263	57113	10663
1264	57148	10616
1265	57185	10569
1266	57224	10523
1267	57260	10476
1268	57293	10429
1269	57324	10381
1270	57365	10335
1271	57411	10290
1272	57465	10247
1273	57513	10202
1274	57556	10156
1275	57597	10111
1276	57640	10065
1277	57686	10020
1278	57734	9976
1279	57783	9931
1280	57835	9887
1281	57879	9842
1282	57925	9797
1283	57976	9753
1284	58017	9707
1285	58058	9661
1286	58103	9616
1287	58143	9570
1288	58185	9524
1289	58223	9478
1290	58266	9432
1291	58303	9386
1292	58337	9339
1293	58376	9293
1294	58414	9247
1295	58454	9201
1296	58491	9154
1297	58525	9107
1298	58562	9061
1299	58594	9014
1300	58626	8967
1301	58664	8921
1302	58706	8875
1303	58754	8831
1304	58820	8789
1305	58870	8744
1306	58916	8700
1307	58967	8655
1308	59018	8611
1309	59074	8568
1310	59129	8524
1311	59186	8480
1312	59249	8438
1313	59302	8394
1314	59347	8349
1315	59389	8303
1316	59445	8260
1317	59501	8216
1318	59555	8172
1319	59606	8128
1320	59652	8083
1321	59701	8038
1322	59744	7993
1323	59784	7947
1324	59826	7901
1325	59868	7856
1326	59907	7810
1327	59948	7764
1328	59987	7718
1329	60025	7672
1330	60063	7626
1331	60098	7579
1332	60137	7534
1333	60176	7488
1334	60206	7441
1335	60234	7394
1336	60267	7347
1337	60302	7301
1338	60333	7254
1339	60373	7208
1340	60411	7162
1341	60444	7116
1342	60482	7070
1343	60523	7025
1344	60562	6979
1345	60603	6933
1346	60640	6887
1347	60674	6841
1348	60709	6795
1349	60748	6749
1350	60785	6703
1351	60823	6658
1352	60862	6612
1353	60900	6566
1354	60935	6520
1355	60969	6474
1356	61003	6428
1357	61041	6382
1358	61082	6337
1359	61117	6291
1360	61151	6245
1361	61185	6199
1362	61222	6153
1363	61262	6108
1364	61297	6062
1365	61334	6016
1366	61371	5971
1367	61408	5925
1368	61445	5879
1369	61486	5834
1370	61529	5789
1371	61572	5744
1372	61611	5698
1373	61648	5653
1374	61692	5608
1375	61744	5564
1376	61793	5519
1377	61833	5474
1378	61872	5428
1379	61911	5383
1380	61952	5338
1381	61989	5292
1382	62026	5247
1383	62064	5201
1384	62105	5156
1385	62142	5111
1386	62178	5065
1387	62213	5020
1388	62251	4974
1389	62291	4929
1390	62329	4884
1391	62363	4838
1392	62396	4792
1393	62430	4747
1394	62464	4701
1395	62497	4655
1396	62536	4610
1397	62571	4565
1398	62606	4519
1399	62643	4474
1400	62679	4429
1401	62719	4384
1402	62762	4339
1403	62801	4294
1404	62842	4249
1405	62889	4204
1406	62924	4159
1407	62965	4114
1408	63006	4069
1409	63044	4024
1410	63077	3978
1411	63108	3933
1412	63139	3887
1413	63168	3841
1414	63197	3796
1415	63227	3750
1416	63256	3705
1417	63286	3659
1418	63315	3614
1419	63347	3568
1420	63383	3523
1421	63417	3478
1422	63453	3433
1423	63491	3388
1424	63527	3343
1425	63565	3298
1426	63600	3253
1427	63633	3208
1428	63666	3163
1429	63698	3118
1430	63731	3073
1431	63766	3028
1432	63805	2983
1433	63842	2938
1434	63885	2893
1435	63926	2849
1436	63961	2804
1437	64004	2759
1438	64044	2714
1439	64079	2669
1440	64113	2625
1441	64150	2580
1442	64182	2535
1443	64218	2490
1444	64251	2445
1445	64288	2400
1446	64322	2355
1447	64364	2311
1448	64401	2266
1449	64438	2222
1450	64473	2177
1451	64508	2132
1452	64545	2087
1453	64579	2043
1454	64618	1998
1455	64654	1953
1456	64692	1909
1457	64734	1864
1458	64769	1820
1459	64811	1775
1460	64853	1731
1461	64892	1686
1462	64924	1641
1463	64956	1597
1464	64988	1552
1465	65025	1508
1466	65059	1463
1467	65095	1418
1468	65134	1374
1469	65172	1330
1470	65204	1285
1471	65240	1240
1472	65276	1196
1473	65315	1152
1474	65352	1107
1475	65392	1063
1476	65429	1018
1477	65471	974
1478	65511	930
1479	65574	886
1480	65620	841
1481	65660	797
1482	65700	753
1483	65740	708
1484	65781	664
1485	65822	620
1486	65868	575
1487	65920	531
1488	65961	487
1489	66000	442
1490	66037	398
1491	66072	354
1492	66112	309
1493	66164	265
1494	66209	221
1495	66245	177
1496	66285	132
1497	66322	88
1498	66358	44
1499	66397	0
